id,name,full_name,address,legal_address,email,phone,fax,site,director,director_id,director_post,organization_rights_form,priority,upstanding_organization_id,is_published,organization_category_id,sr_organization_category_id,slug,created_at,updated_at
753,"ФХУ КАСРиРГ","ГУП «ФХУ КАСРиРГ»","125009, Москва, Никитский пер., д. 4, стр. 2",,,"+7 (495) 956-64-65, +7 (495) 956-64-66, +7 (495) 697-89-80","+7 (499) 194-38-61, +7 (495) 697-89-80",http://gupfhu.ru/,"Птичников Игорь Маркович",NULL,,NULL,1,279,1,33,NULL,fhu-kasrirg,"2013-06-20 10:24:32","2013-06-20 10:24:32"
754,Союзинжстрой,"Некоммерческое партнерство «Союз инженерных предприятий Московской области»","125130 г. Москва, улица Зои и Александра Космодемьянских, д. 26/21",,,"+7(499) 150-97-00",,http://www.souzingstroy.ru,"Титаев Олег Николаевич",NULL,,NULL,0,NULL,1,20,8,souzinzhstroi,"2013-07-01 11:34:30","2014-11-06 16:35:21"
755,ЭкспертСтрой,"Некоммерческое партнерство ""Объединение строительных организаций ""ЭкспертСтрой""","107140, г. Москва, 1-й Красносельский пер.,  д. 3,",,,"+7 (903) 233-77-20",,http://строительсро.рф/,"Куадрос Алексей Мануэлевич",NULL,Председатель,NULL,0,NULL,1,20,8,ekspertstroi,"2013-07-01 19:00:38","2014-11-28 11:56:54"
756,"Союз Строителей","Некоммерческое партнерство ""Союз Строителей""","119330, г. Москва, ул. Дружбы, д. 10/32",,info@souzstr.ru,"+7 (499) 709-73-55",,http://www.souzstr.ru,"Аленин Антон Александрович",NULL,Директор,NULL,0,NULL,1,20,8,souz-stroitelei,"2013-07-01 19:08:02","2014-11-28 12:01:25"
757,МИОС,"Некоммерческое партнерство ""Межрегиональное инновационное объединение строителей""","119019, Москва, ул. Волхонка, д. 9",,,"+7 (495) 961-27-24",,http://np-mios.ru/,"Благирев Александр Александрович",NULL,,NULL,0,NULL,1,20,8,mios,"2013-07-03 15:18:42","2014-11-28 12:07:41"
758,ДСК-2,"Домостроительный комбинат № 2","119530, г. Москва, проезд Стройкомбината, д. 1",,,"+7 (495) 442-26-07",,http://www.stroyka.ru/dsk_2,,NULL,,NULL,1,NULL,1,33,NULL,dsk-2,"2013-07-05 14:39:37","2014-06-02 14:21:16"
759,"Фонд развития тенниса в России","Фонд развития тенниса в России","г. Москва, Мясницкая ул. 22, стр. 1",,,"+7 (495) 623-98-12",,,,NULL,,NULL,1,NULL,1,33,NULL,fond-razvitiya-tennisa-v-rossii,"2013-07-05 14:56:45","2013-07-05 14:56:45"
760,"Департамент культурного наследия","Департамент культурного наследия города Москвы","115035, г. Москва, ул. Пятницкая, д. 19.",,,"+7 (495) 957-73-54",,http://dkn.mos.ru/,"Кибовский Александр Владимирович",NULL,,NULL,1,NULL,1,33,NULL,departament-kulturnogo-naslediya,"2013-07-09 14:52:20","2013-07-09 14:55:52"
761,ПРОЕКТ-РЕАЛИЗАЦИЯ,"ООО ППФ «ПРОЕКТ-РЕАЛИЗАЦИЯ»","127254, Москва, Добролюбова пр., д. 11",,,"+7 (495) 619-48-51",,,"Бумагина Ольга Игоревна",NULL,,NULL,1,NULL,1,33,NULL,proekt-realizaciya,"2013-07-10 13:06:35","2013-07-10 13:06:55"
762,"НАБАД Дизайн","ООО «НАБАД Дизайн»","111141 г. Москва, 3-й проезд Перова Поля, д. 8а",,,"+7 (495) 215-20-79",,http://www.nabad.ru/,"Лучицкий Олег Петрович",NULL,,NULL,1,NULL,1,33,NULL,nabad-dizain,"2013-07-10 13:18:46","2014-12-04 13:22:44"
763,"ЦНИИЭП жилых и общественных зданий","ОАО «ЦНИИЭП жилых и общественных зданий».","127434, г. Москва, Дмитровское шоссе, д. 9, стр. 3",,,"+7 (499) 976 28 19",,http://www.ingil.ru/,,NULL,,NULL,1,NULL,1,33,NULL,cniiep-zhilyh-i-obschestvennyh-zdanii,"2013-07-10 13:28:53","2013-07-10 13:28:53"
764,"Терра Аури","ЗАО «Терра Аури»","115162, г. Москва, ул. Шаболовка, д. 31Г, 4-й подъезд",,,"+7 (495) 988-28-88",,http://www.terra-auri.ru/,"Бородако Денис Евгеньевич",NULL,,NULL,1,NULL,1,33,NULL,terra-auri,"2013-07-10 13:38:55","2013-09-12 13:28:06"
765,Доринж-39,"ЗАО «Доринж-39»","г. Москва, ул. Голубинская, д. 8, стр. 1",,,"+7 (495) 422-15-77",,,"Гаджимусаев Гаджимуса Гаджиалиевич",NULL,,NULL,1,NULL,1,33,NULL,dorinzh-39,"2013-07-11 15:34:22","2014-02-04 13:11:08"
766,УМ-4,"ОАО «УМ-4»","123007, Москва, 4-я Магистральная ул., д. 7",,,"+7(499) 195-42-23, +7(499) 195-34-24",,http://um4.ru/,,NULL,,NULL,1,NULL,1,33,NULL,um-4,"2013-07-12 13:28:46","2013-07-12 13:28:46"
767,СМУ-2,"ГП СМУ-2","2-й Спасоналивковский пер., д. 6",,,"+7   (495) 988-78-03",,,,NULL,,NULL,1,NULL,1,33,NULL,smu-2,"2013-07-16 09:35:10","2014-12-12 15:04:55"
768,ЦЭИИС,"ГБУ «Центр экспертиз, исследований и испытаний в строительстве»","г. Москва, ул. Винницкая, д. 8, стр. 1",,,"+7 (499) 739-29-67",,http://ceiis.mos.ru/,"Егоров Виктор Николаевич",NULL,,NULL,1,285,1,33,NULL,ceiis,"2013-07-16 11:23:17","2015-02-04 12:43:32"
769,Зеленоградстрой,"ООО ""Фирма ""Зеленоградстрой""","124460, Зеленоград, 1-й Западный пр-д, д. 5",,,"+7 (499) 735-17-61, +7 (499) 734-17-48",,,"Гусев Александр Валентинович",NULL,,NULL,1,NULL,1,33,NULL,zelenogradstroi,"2013-07-18 11:12:36","2013-07-18 11:12:36"
770,"Институт пути, строительства и сооружений","Институт пути, строительства и сооружений ФГБОУ ВПО «Московский государственный университет путей сообщения»","г. Москва, Минаевский пер, 2",,,"+7 (495) 681-34-63",,,,NULL,,NULL,1,NULL,1,33,NULL,institut-puti-stroitelstva-i-sooruzheniya,"2013-07-18 16:53:22","2014-12-04 10:42:29"
771,ДСК-3,"ОАО «ДСК-3»","119618, г. Москва, Боровское шоссе, д. 2, стр. 1",,,"+7 (495) 435-21-11",,http://dsk3.ru/,,NULL,,NULL,1,NULL,1,33,NULL,dsk-3,"2013-07-19 10:36:35","2013-07-29 17:43:23"
772,Мосгаз,"ОАО ""Мосгаз""","105064, г. Москва, Мрузовский пер., 11",,,"+7 (495) 660-60-80",,http://www.mos-gaz.ru/,"Гасангаджиев Гасан Гизбуллагович",NULL,,NULL,1,NULL,1,33,NULL,mosgaz,"2013-07-19 10:44:47","2014-12-04 12:07:09"
773,Моспромжелезобетон,"ОАО ""Моспромжелезобетон""","107143 Москва, ул. Николая Химушина, д. 2/7",,,"+7 (499) 167-81-18",,http://www.mpgb.ru/,,NULL,,NULL,1,NULL,1,33,NULL,mospromzhelezobeton,"2013-07-19 10:48:32","2013-07-19 10:48:32"
774,МОЭК,"ОАО «МОЭК»","119048, г. Москва, ул. Ефремова, д. 10",,,"+7 (495) 662-50-50",,http://www.oaomoek.ru/ru/,,NULL,,NULL,1,NULL,1,33,NULL,moek,"2013-07-19 10:53:55","2014-12-04 13:03:12"
775,МСМ-5,"ЗАО ""МСМ-5""","129090 Москва, ул. Мещанская, д. 22.",,,"+7 (495) 785-16-50",,http://www.msm-5.ru/,,NULL,,NULL,1,NULL,1,33,NULL,msm-5,"2013-07-19 11:00:34","2014-12-04 13:07:27"
776,ОЭК,"ОАО «ОЭК»","115035  г. Москва, Раушская набережная, д. 8",,,"+7 (495) 657-91-01",,http://www.uneco.ru/,,NULL,,NULL,1,NULL,1,33,NULL,oek,"2013-07-19 11:07:05","2013-07-19 11:07:05"
777,Стройтехсервис,"ООО «Стройтехсервис»,","г. Москва, ул. Авиамоторная, д. 50, стр. 1",,,"+7 (495)778-74-39",,http://www.isk-sts.ru/,,NULL,,NULL,1,NULL,1,33,NULL,stroitehservis,"2013-07-19 11:29:33","2013-07-19 11:29:33"
778,МИСК,"Московская Инженерно-Строительная Компания","117630, г. Москва, ул. Обручева, д. 23.",,,"+7 (495) 961-28-40",,http://www.mis-k.ru/,"Хайдаров Фарит Рифович",NULL,,NULL,0,NULL,1,33,NULL,moskovskaya-inzhenerno-stroitelnaya-kompaniya,"2013-07-19 20:41:49","2015-02-26 13:48:43"
779,Зинвест,"ОАО «Зинвест»","124460, г. Москва, г. Зеленоград, корп. 1100",,,"+7 (499) 710-25-16 , +7 (499) 732-53-54",,http://oaozinvest.ru/,"Неклюдов Михаил Альбертович",NULL,,NULL,1,NULL,1,33,NULL,zinvest,"2013-07-19 20:59:03","2014-12-03 18:20:21"
780,ТУКС-1,"ЗАО «ТУКС-1»","123104, Москва
yл. Большая Бронная, д. 25",,,"+7(495) 694-09-48",,http://www.tuks-1.ru/,,NULL,,NULL,1,NULL,1,33,NULL,tuks-1,"2013-07-19 21:03:14","2013-07-19 21:03:14"
781,Жилкапстрой,"ООО ""Жилкапстрой""","125009, г. Москва, ул. Тверская, д. 24/2, стр.1",,,"+7 (495) 232-62-92",,http://www.jkaps.ru/,,NULL,,NULL,1,NULL,1,33,NULL,zhilkapstroi,"2013-07-19 21:08:26","2013-07-19 21:08:26"
782,"МАП Эксперт","Межрегиональная Ассоциация по Проектированию и Негосударственной Экспертизе","г. Москва, ул. Иерусалимская, д. 3, оф. 1",,,"+7 (499) 940-74-29; +7 (926) 230-02-73",,http://sro-map.ru/,"Кобозев Анатолий Васильевич",NULL,,NULL,0,NULL,1,20,7,map-ekspert,"2013-07-22 14:24:04","2014-10-30 15:03:34"
783,РОП,"Региональное Объединение Проектировщиков","142000, Московская область, г. Домодедово, ул. Станционная, д. 16","115201, г. Москва, ул. Котляковская, д. 3 стр. 3, оф. 306",,"+7 (495) 554-71-73",,http://ropnp.ru/,,NULL,,NULL,0,NULL,0,20,7,rop,"2013-07-22 14:33:48","2014-10-30 15:12:26"
784,УниверсалПроект,"Объединение проектировщиков ""УниверсалПроект""","115230, г. Москва, пр. Хлебозаводской, д. 7 корп. 9, пом. XII, ком. 8",,,"+7(981) 719-24-54",,http://универсалпро.рф/,,NULL,,NULL,0,NULL,1,20,7,universalproekt,"2013-07-22 14:43:10","2013-07-22 15:41:15"
785,"Объединение проектировщиков ""Проект-Сити""",Проект-Сити,"105037, г. Москва, ул. 2-я Прядильная, д. 8, корп. 4",,,"+7(911) 174-63-05",,http://объединениепроектсити.рф/,,NULL,,NULL,0,NULL,1,20,7,obedinenie-proektirovschikov-proekt-siti,"2013-07-22 14:51:27","2013-07-22 15:38:39"
786,ГАПО,"Генеральный альянс проектных организаций","115172, г. Москва, Котельническая набережная, д. 25, стр. 1",,,"+7(499) 707-16-05",,http://sro-gapo.ru/,"Кривых Вячеслав Александрович",NULL,Президент,NULL,0,NULL,1,20,7,gapo,"2013-07-22 14:56:57","2014-10-30 15:30:37"
787,ЭкспертПроект,"Объединение проектных организаций “ЭкспертПроект""","127006, г. Москва, ул. Долгоруковская, д. 23а, стр. 1, оф. 403",,,"+7 (499) 978-24-76, +7 (903) 233-70-20",,http://сропроект.рф/,,NULL,,NULL,0,NULL,1,20,7,ekspertproekt,"2013-07-22 15:06:32","2014-10-30 15:34:22"
788,"МАП РемТехНадзор","Межрегиональная Ассоциация Проектировщиков РемТехНадзор","109316, г. Москва, Волгоградский пр-т, д. 2, оф. 3",,,"+7 (495) 637-61-23,",,http://www.maprtn-sro.ru/,"Мищанчук Василий Николаевич",NULL,"Генеральный директор",NULL,0,NULL,1,20,7,map-remtehnadzor,"2013-07-22 15:11:51","2014-10-30 15:37:06"
789,ПрофАльянсПроект,"Профессиональный альянс проектировщиков","127006, г. Москва, ул. Малая Дмитровка, д. 25 стр. 3, оф. 11",,,"+7 (495)721-70-89,  +7 (495) 699-09-64",,http://www.sropap.ru/,"Рушева Ольга Вячеславовна",NULL,"Председатель совета партнерства",NULL,0,NULL,1,20,7,profalyansproekt,"2013-07-22 15:21:19","2014-10-30 15:44:22"
790,ПроЭк,"Некоммерческое партнерство по содействию в реализации архитектурно-строительного проектирования «ПроЭк»","111033, г. Москва, ул. Волочаевская, д. 17А",,,"+7(495) 362-00-11",,http://www.sro-proek.ru/,"Павлов Борис Геннадьевич",NULL,,NULL,0,NULL,1,20,7,proek,"2013-07-22 15:26:49","2014-10-30 17:29:43"
791,РМР,"Государственное казенное учреждение города Москвы ""Развитие Московского региона""","101000, г. Москва, Малый Спасоглинищевский пер., д. 3, стр. 1",,,"+7 (495) 606-26-24",,http://rmr.mos.ru/,"Меркурьев Максим Александрович",NULL,,NULL,1,554,1,33,NULL,rmr-1,"2013-07-24 12:24:35","2013-07-24 14:17:15"
792,"Отдел обеспечения безопасности строительства и оперативного реагирования (Департамент строительства)","Отдел обеспечения безопасности строительства и оперативного реагирования (Департамент строительства)",,,,"+ 7(495) 530-60-86",,,,979,,NULL,1,278,1,35,NULL,otdel-obespecheniya-bezopasnosti-stroitelstva-i-operativnogo-reagirovaniya-departament-stroitelstva,"2013-07-24 15:33:08","2014-10-15 12:31:25"
793,"Отдел по вопросам государственной службы и кадров (Департамент строительства)","Отдел по вопросам государственной службы и кадров (Департамент строительства)",,,,"+7(495) 633-67-54",,,,977,,NULL,1,278,0,35,NULL,otdel-po-voprosam-gosudarstvennoi-sluzhby-i-kadrov-departament-stroitelstva,"2013-07-24 15:44:08","2014-10-15 13:08:27"
794,УКС,"Государственное казенное учреждение ""Управление капитального строительства""","125040 г. Москва, 5-я улица Ямского Поля, д. 5, стр. 1",,,"+7(495) 633-64-40, +7(495) 633-64-44",,,"Щербаков Александр Михайлович",NULL,,NULL,1,278,1,33,NULL,uks-1,"2013-07-24 16:35:20","2013-07-24 16:39:11"
796,"Управление архитектурно-художественного облика города (Москомархитектура)","Управление архитектурно-художественного облика города Москомархитектуры",,,,"+7 (499) 766-21-50",,,"Пилосов Александр Могенович",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-arhitekturno-hudozhestvennogo-oblika-goroda-moskomarhitektura,"2013-07-26 12:54:16","2013-07-26 12:54:16"
797,"Управление Генерального плана города Москвы (Москомархитектура)","Управление Генерального плана города Москвы Москомархитектуры",,,,"+7 (499) 250-24-08",,,"Ильин Александр Юрьевич",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-generalnogo-plana-goroda-moskvy-moskomarhitektura,"2013-07-26 13:00:25","2014-10-13 15:20:20"
798,"Управление железнодорожного транспорта и ТПУ (Москомархитектура)","Управление железнодорожного транспорта и ТПУ",,,,"+7(499) 250-00-65",,,"Петров Сергей Александрович",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-zheleznodorozhnogo-transporta-i-tpu-moskomarhitektura,"2013-07-26 14:26:50","2013-07-26 14:26:50"
799,"Управление государственных услуг по комплексному благоустройству (Москомархитектура)","Управление государственных услуг по комплексному благоустройству",,,,"+7(499) 766-24-64",,,"Фролова Юлия Александровна",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-gosudarstvennyh-uslug-po-kompleksnomu-blagoustroistvu-moskomarhitektura,"2013-07-26 14:30:01","2014-10-13 15:27:03"
800,"Отдел Геонадзора (Москомархитектура)","Отдел Геонадзора",,,,"+7(499) 250-16-31",,,"Плешко Игорь Викторович",NULL,,NULL,1,NULL,1,35,NULL,otdel-geonadzora-moskomarhitektura,"2013-07-26 14:32:30","2013-07-26 14:32:30"
802,МСУ-Монолит,"ООО ""МСУ-Монолит""","105082, Москва, ул. Почтовая Б., 26в, стр. 2",,,"+7 (495) 647-88-58",,,,NULL,,NULL,1,NULL,1,33,NULL,msu-monolit,"2013-07-30 09:50:28","2013-07-30 09:50:28"
803,Механизация-2,"ОАО «Механизация-2»","125040 Москва, Ленинградский пр-т,  д. 26, кор. 1",,,"+7 (495) 614-02-52",,http://mehanizacia-2.narod.ru/,"Дёмин Владимир Григорьевич",NULL,,NULL,1,NULL,1,33,NULL,mehanizaciya-2,"2013-07-30 09:59:55","2013-07-30 09:59:55"
804,Альтстрой,"ООО ""Альтстрой""","117105, г. Москва, 1-й Нагатинский проезд, д. 2, стр. 7",,,"+7 (495) 649-10-25; +7 (495) 649-10-26",,http://altstroy.com/,,NULL,,NULL,1,NULL,1,33,NULL,altstroi,"2013-07-30 10:05:46","2013-07-30 10:06:50"
805,Вертикаль,"ОАО ""Вертикаль""","127106, Москва, Алтуфьевское шоссе, вл. 23",,,"+7 (499) 201-36-89",,http://www.kran-vertikal.ru/,,NULL,,NULL,1,NULL,1,33,NULL,vertikal-1,"2013-07-30 10:12:16","2013-07-30 10:14:12"
806,УМИС,"ОАО ""Управление Монолитного Индивидуального Строительства""","125009, Москва, ул. Тверская, д. 6, стр. 2",,,"+7 (499) 245-35-53",,,,NULL,,NULL,1,NULL,1,33,NULL,umis,"2013-07-30 10:19:31","2013-07-30 10:20:48"
807,"Бескудниковский комбинат строительных материалов","ОАО ""Бескудниковский комбинат строительных материалов""","127410,  Москва, ул. Стандартная, д .6",,,"+7 (499) 901-46-88",,http://bksm.ucoz.ru/,,NULL,,NULL,1,NULL,1,33,NULL,beskudnikovskii-kombinat-stroitelnyh-materialov,"2013-07-30 10:26:00","2014-12-02 17:36:09"
808,СМУ-1М,"ЗАО ""Строительно-монтажное управлениение - 1М""","Москва, Ленинградский пр-т, 31А, стр. 1",,,,,,,NULL,,NULL,1,NULL,1,33,NULL,smu-1m,"2013-07-30 10:34:21","2014-12-12 14:49:46"
809,"АРКС инж","ООО ""АРКС инж""","Россия, 123458, Москва, ул. Маршала Прошлякова, д. 10, корп. 1",,,"+7 (495) 969-28-60",,,,NULL,,NULL,1,NULL,1,33,NULL,arks-inzh,"2013-07-30 10:40:05","2014-12-04 10:05:40"
810,"МонАрх и О","ЗАО ""МонАрх и О""","г. Москва,  Ленинградский проспект, дом 31А, строение 1, 36 этаж",,,"+7 (495) 221-10-03",,http://monarchio.companyan.com/,,NULL,,NULL,1,NULL,1,33,NULL,monarh-i-o,"2013-07-30 10:44:51","2014-09-30 15:56:33"
811,Раксон,"ООО ""Раксон""","127474, г. Москва, Дубнинская ул., д. 19",,,"+7 (495) 725-59-16",,,"Павлов Михаил Станиславович",NULL,,NULL,1,NULL,0,33,NULL,rakson,"2013-07-30 10:56:12","2014-12-12 13:44:52"
812,"ИФСК «АРКС»","ООО «ИФСК «АРКС»","123007, Москва, 4-я Магистральная улица, д. 7, стр. 2А",,,"+7(495) 783-66-78",,http://www.arks.ru/#contacts,,NULL,,NULL,1,NULL,1,33,NULL,ifsk-arks,"2013-07-30 11:02:54","2013-07-30 11:02:54"
813,ТехИнжПром,"ОАО ""ТехИнжПром""","125367, г. Москва, ул. Габричевского, д. 5, корп. 1",,,"+7 (495) 797-68-02 (доб. 2161)",,,,NULL,,NULL,1,NULL,1,33,NULL,tehinzhprom,"2013-07-30 11:14:36","2013-07-30 11:14:36"
814,"Калибровский завод","ОАО ""Калибровский завод""","143003, г. Одинцово, Можайское шоссе, 8",,,"+7 (495) 593-07-34",,http://www.kalibrovsky.ru/,,NULL,,NULL,1,NULL,1,33,NULL,kalibrovskii-zavod,"2013-07-30 11:18:04","2014-12-04 11:40:11"
815,"Управление по контролю и надзору за объектами метрополитена (Мосгосстройнадзор)","Управление по контролю и надзору за объектами метрополитена",,,,"+7 (499) 240-56-28",,,"Войстратенко Игорь Михайлович",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-po-kontrolu-i-nadzoru-za-obektami-metropolitena-mosgosstroinadzor,"2013-07-30 13:38:02","2014-10-16 17:13:35"
816,"Отдел приема и выдачи документов в режиме «одно окно» (Мосгосстройнадзор)","Отдел приема и выдачи документов в режиме «одно окно» Мосгосстройнадзора",,,,"+7 (499) 240-25-06",,,"Лескова Наталья Глебовна",NULL,,NULL,1,NULL,1,35,NULL,otdel-priema-i-vydachi-dokumentov-v-rezhime-odno-okno-mosgosstroinadzor,"2013-07-30 17:02:03","2014-10-16 16:43:50"
817,"Отдел служебной корреспонденции (Мосгосстройнадзор)","Отдел служебной корреспонденции Мосгосстройнадзора",,,,"+7 (499) 240-61-92",,,"Подушко Николай Леонидович",NULL,,NULL,1,NULL,1,35,NULL,otdel-sluzhebnoi-korrespondencii-mosgosstroinadzor,"2013-07-30 17:23:14","2013-07-30 17:23:14"
818,"Отдел технической политики и нормирования (Мосгосстройнадзор)","Отдел технической политики и нормирования Мосгосстройнадзора",,,,"+7 (495) 543-77-82",,,"Мухин Евгений Николаевич",NULL,,NULL,1,NULL,1,35,NULL,otdel-tehnicheskoi-politiki-i-normirovaniya-mosgosstroinadzor,"2013-07-30 17:26:46","2013-07-30 17:26:46"
819,"Отдел по связям с общественностью и межрегиональному сотрудничеству (Мосгосстройнадзор)","Отдел по связям с общественностью и межрегиональному сотрудничеству Мосгосстройнадзора",,,,"+7 (499) 240-52-31",,,"Грицкова Татьяна Владимировна",NULL,,NULL,1,NULL,1,35,NULL,otdel-po-svyazyam-s-obschestvennostu-i-mezhregionalnomu-sotrudnichestvu-mosgosstroinadzor,"2013-07-30 17:30:04","2013-07-30 17:30:04"
820,ПАТРИОТ,"ЗАО ""ПАТРИОТ""","107078, г. Москва, ул. Садовая-Спасская, д. 28",,,"+7 (495) 660-75-15",,http://zaopatriot.ru/,,NULL,,NULL,1,NULL,1,33,NULL,patriot,"2013-07-31 12:13:43","2013-07-31 12:13:43"
821,БЕТИАР-22,"ОАО «БЕТИАР-22»","115088, г. Москва, ул. Южнопортовая, д. 26",,,"+7 (495) 958-91-89",,http://betiar-22.companyan.com/,,NULL,,NULL,1,NULL,1,33,NULL,betiar-22,"2013-07-31 12:18:49","2014-12-02 17:38:20"
822,"Управление информационных технологий (Мосгосстройнадзор)","Управление информационных технологий Мосгосстройнадзора",,,,"+7 (499) 240-41-24",,,"Арбузов Дмитрий Алексеевич",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-informacionnyh-tehnologii-mosgosstroinadzor,"2013-07-31 14:25:13","2013-07-31 14:25:13"
823,"Планово-экономическое управление (Мосгосстройнадзор)","Планово-экономическое управление Мосгосстройнадзора",,,,"+7 (499) 240-56-59",,,"Соловьева Лариса Михайловна",NULL,,NULL,1,NULL,1,35,NULL,planovo-ekonomicheskoe-upravlenie-mosgosstroinadzor,"2013-07-31 14:29:14","2013-07-31 14:29:14"
824,"Сектор по взаимодействию с подведомственными учреждениями (Мосгосстройнадзор)","Сектор по взаимодействию с подведомственными учреждениями Мосгосстройнадзора",,,,"+7 (499) 240-69-23",,,"Евстратов Евгений Вадимович",NULL,,NULL,1,NULL,1,35,NULL,sektor-po-vzaimodeistviu-s-podvedomstvennymi-uchrezhdeniyami-mosgosstroinadzor,"2013-07-31 14:32:41","2013-07-31 14:32:41"
825,"Отдел документальных фондов (Мосгосстройнадзор)","Отдел документальных фондов Мосгосстройнадзора",,,,"+7 (499) 240-12-32",,,"Мясищева Татьяна Михайловна",NULL,,NULL,1,NULL,1,35,NULL,otdel-dokumentalnyh-fondov-mosgosstroinadzor,"2013-07-31 14:35:53","2013-07-31 14:35:53"
826,"Сектор охраны труда (Мосгосстройнадзор)","Сектор охраны труда Мосгосстройнадзора",,,,"+7 (499) 240-52-01",,,"Стефанский Вадим Валентинович",NULL,,NULL,1,NULL,1,35,NULL,sektor-ohrany-truda-mosgosstroinadzor,"2013-07-31 14:38:45","2014-10-16 16:50:48"
827,Главболгарстрой,"""Главболгарстрой"" АД, Представительство в Москве","119580 Москва, ул. Улофа Пальме, д. 1,",,,"+7 (495) 956-65-17",,http://www.gbsosetia.ru/,,NULL,,NULL,1,NULL,1,33,NULL,glavbolgarstroi,"2013-08-05 15:37:37","2013-08-05 15:51:28"
828,ДОК-3,"ОАО ""ДОК-3""","109202, г. Москва, 1-я Карачаровская,  д. 8",,,"+7 (499) 171-09-04",,http://www.dok3.ru/,,NULL,,NULL,1,NULL,1,33,NULL,dok-3,"2013-08-09 17:42:40","2014-09-30 12:58:53"
829,"ОАО ""РЖД""","Открытое акционерное общество ""Российские железные дороги""","107174, Москва, Новая Басманная ул., д. 2",,,"+7 (499) 262-99-01",,http://rzd.ru/,"Якунин Владимир Иванович",NULL,,NULL,1,NULL,1,33,NULL,oao-rzhd,"2013-09-02 09:32:30","2013-09-02 09:34:24"
830,"Эйкон Строй","ООО ""Эйкон Строй""","109240, Москва,  Верхняя Радищевская ул., д. 13-15",,,"+7 (495) 915 -11-61",,http://www.aikon-s.ru/,"Онипко Сергей Семенович",NULL,,NULL,1,NULL,1,33,NULL,ooo-eikon-stroi,"2013-09-02 11:36:36","2014-12-08 15:45:13"
831,Ойкумена,"ЗАО ""Ойкумена""","125009, г. Москва Большой Кисловский пер., д. 3/2, стр. 1",,,"+7 (495) 663-38-92; +7 (495) 695-61-52",,http://www.oikumena-holding.ru/,,NULL,,NULL,1,NULL,1,33,NULL,oikumena,"2013-09-13 12:07:02","2013-09-13 12:07:02"
832,"Управление безопасности (Департамент градостроительной политики)","Управление безопасности Департамента градостроительной политики города Москвы",,,,"+7 (495) 956-81-69",,,"Куликов Николай Васильевич",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-bezopasnosti-departament-gradostroitelnoi-politiki,"2013-09-17 10:00:40","2013-09-17 10:00:40"
833,"Префектура ТиНАО","Префектура Троицкого и Новомосковского административных округов города Москвы","117042, Москва, аллея Витте, д. 5",,tinao@mos.ru,"+7 (495) 620-27-55",,http://tinao.mos.ru/,,1087,,NULL,1,NULL,1,33,NULL,prefektura-tinao,"2013-09-19 12:57:29","2013-11-11 10:12:58"
834,Мосинжбетон,"ОАО «Комбинат «Мосинжбетон»",,,,"+7 (495) 987-19-87",,http://www.beton-mib.ru/,,NULL,,NULL,1,NULL,1,33,NULL,mosinzhbeton,"2013-10-07 18:06:48","2013-10-07 18:07:10"
835,Спецпроектреставрация,"Институт ""Спецпроектреставрация""","105037, Москва, Баумана им. городок, 2, строение 1,3,10",,,"+7 (499) 165-11-90",,http://spr77.ru/,"Снедков Алексей Геннадьевич",NULL,,NULL,1,NULL,1,33,NULL,specproektrestavraciya,"2013-10-10 16:58:10","2014-12-12 15:14:00"
836,"Техническая школа Мосметростроя","АНО ""Техническая школа Мосметростроя""",,,,"+7(499) 369-43-18",,http://www.ts-mm.com/,,NULL,,NULL,1,NULL,1,33,NULL,tehnicheskaya-shkola-mosmetrostroya,"2013-10-11 17:18:01","2013-10-11 17:18:01"
837,"Строймехсервис Метростроя","ООО «Строймехсервис Метростроя»","115580, г. Москва, Ореховый бульвар, вл. 24, корп. 2, стр. 1",,,"+7  (495) 396-40-48",,http://www.sms9.ru/,,NULL,,NULL,1,NULL,1,33,NULL,stroimehservis-metrostroya,"2013-10-11 17:36:10","2014-12-12 15:58:01"
838,"Объединение проектировщиков","Некоммерческое партнерство «Объединение проектировщиков»","г. Москва, Малый Знаменский пер., дом 7/10, стр. 3",,,"+7 (495) 665-30-10",,http://np-p.ru/,"Хусаинов Булат Шарафудинович",NULL,,NULL,1,NULL,1,20,7,obedinenie-proektirovschikov,"2013-10-17 12:52:52","2015-02-25 17:04:49"
839,"Региональный альянс проектировщиков","НП «Региональный альянс проектировщиков»","115035, г.Москва, Софийская наб., дом.30 стр. 3, этаж 3",,,"+7 (495) 953-29-49",,http://www.sro-rap.ru/,"Харуцкий Дмитрий Вячеславович",NULL,,NULL,1,NULL,1,20,7,regionalnyi-alyans-proektirovschikov,"2013-10-17 12:56:34","2013-10-17 12:56:34"
840,"Институт освоения подземного пространства мегаполисов","«Институт освоения подземного пространства мегаполисов» Московского государственного горного университета","г. Москва, Ленинский проспект, д. 6",,,"+7(499) 230-25-76",,http://www.ioppm.msmu.ru/,,NULL,,NULL,1,NULL,1,33,NULL,institut-osvoeniya-podzemnogo-prostranstva-megapolisov,"2013-10-24 11:23:08","2014-09-30 15:09:25"
